Country,Continent,Category,Bucket,uniqueID,Freq,adj_Bucket
Austria,Europe,Government Integrity Score,8,EuropeGovernment Integrity Score8,5,8
Azerbaijan,Europe,Government Integrity Score,4,EuropeGovernment Integrity Score4,14,4
Bahamas,North America,Government Integrity Score,5,North AmericaGovernment Integrity Score5,4,5
Bahrain,Asia,Government Integrity Score,6,AsiaGovernment Integrity Score6,3,6
Bangladesh,Asia,Government Integrity Score,2,AsiaGovernment Integrity Score2,8,2
Barbados,North America,Government Integrity Score,6,North AmericaGovernment Integrity Score6,2,6
Belarus,Europe,Government Integrity Score,4,EuropeGovernment Integrity Score4,14,4
Belgium,Europe,Government Integrity Score,8,EuropeGovernment Integrity Score8,5,8
Belize,North America,Government Integrity Score,4,North AmericaGovernment Integrity Score4,4,4
Benin,Africa,Government Integrity Score,3,AfricaGovernment Integrity Score3,24,3
Bhutan,Asia,Government Integrity Score,5,AsiaGovernment Integrity Score5,8,5
Bolivia,South America,Government Integrity Score,2,South AmericaGovernment Integrity Score2,1,2
Bosnia and Herzegovina,Europe,Government Integrity Score,3,EuropeGovernment Integrity Score3,4,3
Botswana,Africa,Government Integrity Score,6,AfricaGovernment Integrity Score6,2,6
Brazil,South America,Government Integrity Score,3,South AmericaGovernment Integrity Score3,5,3
Brunei,Asia,Government Integrity Score,5,AsiaGovernment Integrity Score5,8,5
Bulgaria,Europe,Government Integrity Score,4,EuropeGovernment Integrity Score4,14,4
Burkina Faso,Africa,Government Integrity Score,3,AfricaGovernment Integrity Score3,24,3
Burundi,Africa,Government Integrity Score,3,AfricaGovernment Integrity Score3,24,3
Cabo Verde,Africa,Government Integrity Score,5,AfricaGovernment Integrity Score5,4,5
Cambodia,Asia,Government Integrity Score,2,AsiaGovernment Integrity Score2,8,2
Cameroon,Africa,Government Integrity Score,2,AfricaGovernment Integrity Score2,11,2
Canada,North America,Government Integrity Score,9,North AmericaGovernment Integrity Score9,1,9
Central African Republic,Africa,Government Integrity Score,2,AfricaGovernment Integrity Score2,11,2
Chad,Africa,Government Integrity Score,2,AfricaGovernment Integrity Score2,11,2
Chile,South America,Government Integrity Score,7,South AmericaGovernment Integrity Score7,1,7
China,UN Security Council,Government Integrity Score,5,UN Security CouncilGovernment Integrity Score5,1,5
Colombia,South America,Government Integrity Score,3,South AmericaGovernment Integrity Score3,5,3
Comoros,Africa,Government Integrity Score,3,AfricaGovernment Integrity Score3,24,3
Congo (Dem. Rep.),Africa,Government Integrity Score,3,AfricaGovernment Integrity Score3,24,3
Congo (Rep.),Africa,Government Integrity Score,2,AfricaGovernment Integrity Score2,11,2
Costa Rica,North America,Government Integrity Score,6,North AmericaGovernment Integrity Score6,2,6
Cote d'Ivoire,Africa,Government Integrity Score,4,AfricaGovernment Integrity Score4,11,4
Croatia,Europe,Government Integrity Score,4,EuropeGovernment Integrity Score4,14,4
Cuba,North America,Government Integrity Score,4,North AmericaGovernment Integrity Score4,4,4
Cyprus,Europe,Government Integrity Score,4,EuropeGovernment Integrity Score4,14,4
Czech Republic,Europe,Government Integrity Score,5,EuropeGovernment Integrity Score5,7,5
Denmark,Europe,Government Integrity Score,9,EuropeGovernment Integrity Score9,5,9
Djibouti,Africa,Government Integrity Score,3,AfricaGovernment Integrity Score3,24,3
Dominica,North America,Government Integrity Score,5,North AmericaGovernment Integrity Score5,4,5
Dominican Republic,North America,Government Integrity Score,3,North AmericaGovernment Integrity Score3,6,3
Ecuador,South America,Government Integrity Score,3,South AmericaGovernment Integrity Score3,5,3
Egypt,Africa,Government Integrity Score,3,AfricaGovernment Integrity Score3,24,3
El Salvador,North America,Government Integrity Score,3,North AmericaGovernment Integrity Score3,6,3
Equatorial Guinea,Africa,Government Integrity Score,3,AfricaGovernment Integrity Score3,24,3
Eritrea,Africa,Government Integrity Score,2,AfricaGovernment Integrity Score2,11,2
Estonia,Europe,Government Integrity Score,8,EuropeGovernment Integrity Score8,5,8
Eswatini,Africa,Government Integrity Score,3,AfricaGovernment Integrity Score3,24,3
Ethiopia,Africa,Government Integrity Score,4,AfricaGovernment Integrity Score4,11,4
Fiji,Oceania,Government Integrity Score,4,OceaniaGovernment Integrity Score4,6,4
Finland,Europe,Government Integrity Score,10,EuropeGovernment Integrity Score10,2,10
France,UN Security Council,Government Integrity Score,7,UN Security CouncilGovernment Integrity Score7,1,7
Gabon,Africa,Government Integrity Score,3,AfricaGovernment Integrity Score3,24,3
"Gambia, The",Africa,Government Integrity Score,4,AfricaGovernment Integrity Score4,11,4
Georgia,Europe,Government Integrity Score,7,EuropeGovernment Integrity Score7,1,7
Germany,Europe,Government Integrity Score,8,EuropeGovernment Integrity Score8,5,8
Ghana,Africa,Government Integrity Score,3,AfricaGovernment Integrity Score3,24,3
Greece,Europe,Government Integrity Score,4,EuropeGovernment Integrity Score4,14,4
Grenada,North America,Government Integrity Score,No Data,North AmericaGovernment Integrity ScoreNo Data,3,No Data
Guatemala,North America,Government Integrity Score,3,North AmericaGovernment Integrity Score3,6,3
Guinea,Africa,Government Integrity Score,3,AfricaGovernment Integrity Score3,24,3
Guinea-Bissau,Africa,Government Integrity Score,3,AfricaGovernment Integrity Score3,24,3
Guyana,South America,Government Integrity Score,4,South AmericaGovernment Integrity Score4,2,4
Haiti,North America,Government Integrity Score,2,North AmericaGovernment Integrity Score2,2,2
Honduras,North America,Government Integrity Score,3,North AmericaGovernment Integrity Score3,6,3
Hungary,Europe,Government Integrity Score,4,EuropeGovernment Integrity Score4,14,4
Iceland,Europe,Government Integrity Score,8,EuropeGovernment Integrity Score8,5,8
India,Asia,Government Integrity Score,5,AsiaGovernment Integrity Score5,8,5
Indonesia,Asia,Government Integrity Score,5,AsiaGovernment Integrity Score5,8,5
Iran,Asia,Government Integrity Score,3,AsiaGovernment Integrity Score3,11,3
Iraq,Asia,Government Integrity Score,2,AsiaGovernment Integrity Score2,8,2
Ireland,Europe,Government Integrity Score,9,EuropeGovernment Integrity Score9,5,9
Israel,Asia,Government Integrity Score,7,AsiaGovernment Integrity Score7,1,7
Italy,Europe,Government Integrity Score,4,EuropeGovernment Integrity Score4,14,4
Jamaica,North America,Government Integrity Score,4,North AmericaGovernment Integrity Score4,4,4
Japan,Asia,Government Integrity Score,9,AsiaGovernment Integrity Score9,1,9
Jordan,Asia,Government Integrity Score,6,AsiaGovernment Integrity Score6,3,6
Kazakhstan,Asia,Government Integrity Score,5,AsiaGovernment Integrity Score5,8,5
Kenya,Africa,Government Integrity Score,3,AfricaGovernment Integrity Score3,24,3
Kiribati,Oceania,Government Integrity Score,4,OceaniaGovernment Integrity Score4,6,4
Korea (Dem. People’s Rep.),Asia,Government Integrity Score,3,AsiaGovernment Integrity Score3,11,3
Korea (Rep.),Asia,Government Integrity Score,5,AsiaGovernment Integrity Score5,8,5
Kosovo,Europe,Government Integrity Score,5,EuropeGovernment Integrity Score5,7,5
Kuwait,Asia,Government Integrity Score,4,AsiaGovernment Integrity Score4,6,4
Kyrgyzstan,Asia,Government Integrity Score,3,AsiaGovernment Integrity Score3,11,3
Laos,Asia,Government Integrity Score,3,AsiaGovernment Integrity Score3,11,3
Latvia,Europe,Government Integrity Score,5,EuropeGovernment Integrity Score5,7,5
Lebanon,Asia,Government Integrity Score,2,AsiaGovernment Integrity Score2,8,2
Lesotho,Africa,Government Integrity Score,3,AfricaGovernment Integrity Score3,24,3
Liberia,Africa,Government Integrity Score,3,AfricaGovernment Integrity Score3,24,3
Libya,Africa,Government Integrity Score,2,AfricaGovernment Integrity Score2,11,2
Liechtenstein,Europe,Government Integrity Score,No Data,EuropeGovernment Integrity ScoreNo Data,4,No Data
Lithuania,Europe,Government Integrity Score,5,EuropeGovernment Integrity Score5,7,5
Luxembourg,Europe,Government Integrity Score,9,EuropeGovernment Integrity Score9,5,9
Macedonia,Europe,Government Integrity Score,5,EuropeGovernment Integrity Score5,7,5
Madagascar,Africa,Government Integrity Score,2,AfricaGovernment Integrity Score2,11,2
Malawi,Africa,Government Integrity Score,3,AfricaGovernment Integrity Score3,24,3
Malaysia,Asia,Government Integrity Score,6,AsiaGovernment Integrity Score6,3,6
Maldives,Asia,Government Integrity Score,4,AsiaGovernment Integrity Score4,6,4
Mali,Africa,Government Integrity Score,3,AfricaGovernment Integrity Score3,24,3
Malta,Europe,Government Integrity Score,5,EuropeGovernment Integrity Score5,7,5
Marshall Islands,Oceania,Government Integrity Score,No Data,OceaniaGovernment Integrity ScoreNo Data,4,No Data
Mauritania,Africa,Government Integrity Score,3,AfricaGovernment Integrity Score3,24,3
Mauritius,Africa,Government Integrity Score,6,AfricaGovernment Integrity Score6,2,6
Mexico,North America,Government Integrity Score,3,North AmericaGovernment Integrity Score3,6,3
Micronesia,Oceania,Government Integrity Score,4,OceaniaGovernment Integrity Score4,6,4
Moldova,Europe,Government Integrity Score,3,EuropeGovernment Integrity Score3,4,3
Monaco,Europe,Government Integrity Score,No Data,EuropeGovernment Integrity ScoreNo Data,4,No Data
Mongolia,Asia,Government Integrity Score,4,AsiaGovernment Integrity Score4,6,4
Montenegro,Europe,Government Integrity Score,4,EuropeGovernment Integrity Score4,14,4
Morocco,Africa,Government Integrity Score,4,AfricaGovernment Integrity Score4,11,4
Mozambique,Africa,Government Integrity Score,3,AfricaGovernment Integrity Score3,24,3
Myanmar,Asia,Government Integrity Score,3,AsiaGovernment Integrity Score3,11,3
Namibia,Africa,Government Integrity Score,5,AfricaGovernment Integrity Score5,4,5
Nauru,Oceania,Government Integrity Score,No Data,OceaniaGovernment Integrity ScoreNo Data,4,No Data
Nepal,Asia,Government Integrity Score,2,AsiaGovernment Integrity Score2,8,2
Netherlands,Europe,Government Integrity Score,9,EuropeGovernment Integrity Score9,5,9
New Zealand,Oceania,Government Integrity Score,10,OceaniaGovernment Integrity Score10,1,10
Nicaragua,North America,Government Integrity Score,2,North AmericaGovernment Integrity Score2,2,2
Niger,Africa,Government Integrity Score,3,AfricaGovernment Integrity Score3,24,3
Nigeria,Africa,Government Integrity Score,1,AfricaGovernment Integrity Score1,1,1
Norway,Europe,Government Integrity Score,10,EuropeGovernment Integrity Score10,2,10
Oman,Asia,Government Integrity Score,5,AsiaGovernment Integrity Score5,8,5
Pakistan,Asia,Government Integrity Score,3,AsiaGovernment Integrity Score3,11,3
Palau,Oceania,Government Integrity Score,No Data,OceaniaGovernment Integrity ScoreNo Data,4,No Data
Panama,North America,Government Integrity Score,4,North AmericaGovernment Integrity Score4,4,4
Papua New Guinea,Oceania,Government Integrity Score,3,OceaniaGovernment Integrity Score3,1,3
Paraguay,South America,Government Integrity Score,3,South AmericaGovernment Integrity Score3,5,3
Peru,South America,Government Integrity Score,4,South AmericaGovernment Integrity Score4,2,4
Philippines,Asia,Government Integrity Score,4,AsiaGovernment Integrity Score4,6,4
Poland,Europe,Government Integrity Score,5,EuropeGovernment Integrity Score5,7,5
Portugal,Europe,Government Integrity Score,6,EuropeGovernment Integrity Score6,2,6
Qatar,Asia,Government Integrity Score,8,AsiaGovernment Integrity Score8,3,8
Romania,Europe,Government Integrity Score,4,EuropeGovernment Integrity Score4,14,4
Russia,UN Security Council,Government Integrity Score,4,UN Security CouncilGovernment Integrity Score4,1,4
Rwanda,Africa,Government Integrity Score,7,AfricaGovernment Integrity Score7,1,7
Saint Kitts and Nevis,North America,Government Integrity Score,No Data,North AmericaGovernment Integrity ScoreNo Data,3,No Data
Saint Lucia,North America,Government Integrity Score,5,North AmericaGovernment Integrity Score5,4,5
Saint Vincent and the Grenadines,North America,Government Integrity Score,5,North AmericaGovernment Integrity Score5,4,5
Samoa,Oceania,Government Integrity Score,4,OceaniaGovernment Integrity Score4,6,4
San Marino,Europe,Government Integrity Score,No Data,EuropeGovernment Integrity ScoreNo Data,4,No Data
Sao Tome and Principe,Africa,Government Integrity Score,4,AfricaGovernment Integrity Score4,11,4
Saudi Arabia,Asia,Government Integrity Score,5,AsiaGovernment Integrity Score5,8,5
Senegal,Africa,Government Integrity Score,4,AfricaGovernment Integrity Score4,11,4
Serbia,Europe,Government Integrity Score,4,EuropeGovernment Integrity Score4,14,4
Seychelles,Africa,Government Integrity Score,4,AfricaGovernment Integrity Score4,11,4
Sierra Leone,Africa,Government Integrity Score,2,AfricaGovernment Integrity Score2,11,2
Singapore,Asia,Government Integrity Score,10,AsiaGovernment Integrity Score10,1,10
Slovakia,Europe,Government Integrity Score,4,EuropeGovernment Integrity Score4,14,4
Slovenia,Europe,Government Integrity Score,6,EuropeGovernment Integrity Score6,2,6
Solomon Islands,Oceania,Government Integrity Score,4,OceaniaGovernment Integrity Score4,6,4
Somalia,Africa,Government Integrity Score,2,AfricaGovernment Integrity Score2,11,2
South Africa,Africa,Government Integrity Score,5,AfricaGovernment Integrity Score5,4,5
South Sudan,Africa,Government Integrity Score,5,AfricaGovernment Integrity Score5,4,5
Spain,Europe,Government Integrity Score,3,EuropeGovernment Integrity Score3,4,3
Sri Lanka,Asia,Government Integrity Score,2,AsiaGovernment Integrity Score2,8,2
Sudan,Africa,Government Integrity Score,4,AfricaGovernment Integrity Score4,11,4
Suriname,South America,Government Integrity Score,10,South AmericaGovernment Integrity Score10,1,10
Sweden,Europe,Government Integrity Score,9,EuropeGovernment Integrity Score9,5,9
Switzerland,Europe,Government Integrity Score,2,EuropeGovernment Integrity Score2,1,2
Syria,Asia,Government Integrity Score,8,AsiaGovernment Integrity Score8,3,8
Taiwan,Asia,Government Integrity Score,4,AsiaGovernment Integrity Score4,6,4
Tajikistan,Asia,Government Integrity Score,3,AsiaGovernment Integrity Score3,11,3
Tanzania,Africa,Government Integrity Score,4,AfricaGovernment Integrity Score4,11,4
Thailand,Asia,Government Integrity Score,No Data,AsiaGovernment Integrity ScoreNo Data,1,No Data
Timor-Leste,Asia,Government Integrity Score,3,AsiaGovernment Integrity Score3,11,3
Togo,Africa,Government Integrity Score,3,AfricaGovernment Integrity Score3,24,3
Tonga,Oceania,Government Integrity Score,4,OceaniaGovernment Integrity Score4,6,4
Trinidad and Tobago,North America,Government Integrity Score,3,North AmericaGovernment Integrity Score3,6,3
Tunisia,Africa,Government Integrity Score,4,AfricaGovernment Integrity Score4,11,4
Turkey,Asia,Government Integrity Score,4,AsiaGovernment Integrity Score4,6,4
Turkmenistan,Asia,Government Integrity Score,3,AsiaGovernment Integrity Score3,11,3
Tuvalu,Oceania,Government Integrity Score,No Data,OceaniaGovernment Integrity ScoreNo Data,4,No Data
Uganda,Africa,Government Integrity Score,3,AfricaGovernment Integrity Score3,24,3
Ukraine,Europe,Government Integrity Score,3,EuropeGovernment Integrity Score3,4,3
United Arab Emirates,Asia,Government Integrity Score,8,AsiaGovernment Integrity Score8,3,8
United Kingdom,UN Security Council,Government Integrity Score,9,UN Security CouncilGovernment Integrity Score9,1,9
United States,UN Security Council,Government Integrity Score,8,UN Security CouncilGovernment Integrity Score8,1,8
Uruguay,South America,Government Integrity Score,8,South AmericaGovernment Integrity Score8,1,8
Uzbekistan,Asia,Government Integrity Score,2,AsiaGovernment Integrity Score2,8,2
Vanuatu,Oceania,Government Integrity Score,8,OceaniaGovernment Integrity Score8,2,8
Venezuela,South America,Government Integrity Score,1,South AmericaGovernment Integrity Score1,1,1
Vietnam,Asia,Government Integrity Score,3,AsiaGovernment Integrity Score3,11,3
Yemen,Asia,Government Integrity Score,2,AsiaGovernment Integrity Score2,8,2
Zambia,Africa,Government Integrity Score,4,AfricaGovernment Integrity Score4,11,4
Zimbabwe,Africa,Government Integrity Score,2,AfricaGovernment Integrity Score2,11,2
Afghanistan,Asia,Property Rights Score,2,AsiaProperty Rights Score2,2,2
Albania,Europe,Property Rights Score,6,EuropeProperty Rights Score6,10,6
Algeria,Africa,Property Rights Score,3,AfricaProperty Rights Score3,17,3
Andorra,Europe,Property Rights Score,No Data,EuropeProperty Rights ScoreNo Data,4,No Data
Angola,Africa,Property Rights Score,4,AfricaProperty Rights Score4,17,4
Antigua & Barbuda,North America,Property Rights Score,No Data,North AmericaProperty Rights ScoreNo Data,3,No Data
Argentina,South America,Property Rights Score,4,South AmericaProperty Rights Score4,4,4
Armenia,Europe,Property Rights Score,6,EuropeProperty Rights Score6,10,6
Australia,Oceania,Property Rights Score,8,OceaniaProperty Rights Score8,1,8
Austria,Europe,Property Rights Score,9,EuropeProperty Rights Score9,12,9
Azerbaijan,Europe,Property Rights Score,6,EuropeProperty Rights Score6,10,6
Bahamas,North America,Property Rights Score,5,North AmericaProperty Rights Score5,5,5
Bahrain,Asia,Property Rights Score,7,AsiaProperty Rights Score7,2,7
Bangladesh,Asia,Property Rights Score,3,AsiaProperty Rights Score3,7,3
Barbados,North America,Property Rights Score,5,North AmericaProperty Rights Score5,5,5
Belarus,Europe,Property Rights Score,6,EuropeProperty Rights Score6,10,6
Belgium,Europe,Property Rights Score,9,EuropeProperty Rights Score9,12,9
Belize,North America,Property Rights Score,4,North AmericaProperty Rights Score4,4,4
Benin,Africa,Property Rights Score,4,AfricaProperty Rights Score4,17,4
Bhutan,Asia,Property Rights Score,6,AsiaProperty Rights Score6,9,6
Bolivia,South America,Property Rights Score,2,South AmericaProperty Rights Score2,1,2
Bosnia and Herzegovina,Europe,Property Rights Score,4,EuropeProperty Rights Score4,3,4
Botswana,Africa,Property Rights Score,6,AfricaProperty Rights Score6,5,6
Brazil,South America,Property Rights Score,6,South AmericaProperty Rights Score6,3,6
Brunei,Asia,Property Rights Score,6,AsiaProperty Rights Score6,9,6
Bulgaria,Europe,Property Rights Score,7,EuropeProperty Rights Score7,9,7
Burkina Faso,Africa,Property Rights Score,4,AfricaProperty Rights Score4,17,4
Burundi,Africa,Property Rights Score,2,AfricaProperty Rights Score2,3,2
Cabo Verde,Africa,Property Rights Score,4,AfricaProperty Rights Score4,17,4
Cambodia,Asia,Property Rights Score,4,AsiaProperty Rights Score4,7,4
Cameroon,Africa,Property Rights Score,4,AfricaProperty Rights Score4,17,4
Canada,North America,Property Rights Score,9,North AmericaProperty Rights Score9,1,9
Central African Republic,Africa,Property Rights Score,2,AfricaProperty Rights Score2,3,2
Chad,Africa,Property Rights Score,3,AfricaProperty Rights Score3,17,3
Chile,South America,Property Rights Score,7,South AmericaProperty Rights Score7,2,7
China,UN Security Council,Property Rights Score,5,UN Security CouncilProperty Rights Score5,2,5
Colombia,South America,Property Rights Score,6,South AmericaProperty Rights Score6,3,6
Comoros,Africa,Property Rights Score,4,AfricaProperty Rights Score4,17,4
Congo (Dem. Rep.),Africa,Property Rights Score,3,AfricaProperty Rights Score3,17,3
Congo (Rep.),Africa,Property Rights Score,3,AfricaProperty Rights Score3,17,3
Costa Rica,North America,Property Rights Score,6,North AmericaProperty Rights Score6,5,6
Cote d'Ivoire,Africa,Property Rights Score,4,AfricaProperty Rights Score4,17,4
Croatia,Europe,Property Rights Score,7,EuropeProperty Rights Score7,9,7
Cuba,North America,Property Rights Score,3,North AmericaProperty Rights Score3,3,3
Cyprus,Europe,Property Rights Score,8,EuropeProperty Rights Score8,5,8
Czech Republic,Europe,Property Rights Score,8,EuropeProperty Rights Score8,5,8
Denmark,Europe,Property Rights Score,9,EuropeProperty Rights Score9,12,9
Djibouti,Africa,Property Rights Score,2,AfricaProperty Rights Score2,3,2
Dominica,North America,Property Rights Score,5,North AmericaProperty Rights Score5,5,5
Dominican Republic,North America,Property Rights Score,5,North AmericaProperty Rights Score5,5,5
Ecuador,South America,Property Rights Score,4,South AmericaProperty Rights Score4,4,4
Egypt,Africa,Property Rights Score,3,AfricaProperty Rights Score3,17,3
El Salvador,North America,Property Rights Score,4,North AmericaProperty Rights Score4,4,4
Equatorial Guinea,Africa,Property Rights Score,3,AfricaProperty Rights Score3,17,3
Eritrea,Africa,Property Rights Score,4,AfricaProperty Rights Score4,17,4
Estonia,Europe,Property Rights Score,9,EuropeProperty Rights Score9,12,9
Eswatini,Africa,Property Rights Score,6,AfricaProperty Rights Score6,5,6
Ethiopia,Africa,Property Rights Score,3,AfricaProperty Rights Score3,17,3
Fiji,Oceania,Property Rights Score,7,OceaniaProperty Rights Score7,3,7
Finland,Europe,Property Rights Score,9,EuropeProperty Rights Score9,12,9
France,UN Security Council,Property Rights Score,9,UN Security CouncilProperty Rights Score9,1,9
Gabon,Africa,Property Rights Score,3,AfricaProperty Rights Score3,17,3
"Gambia, The",Africa,Property Rights Score,4,AfricaProperty Rights Score4,17,4
Georgia,Europe,Property Rights Score,7,EuropeProperty Rights Score7,9,7
Germany,Europe,Property Rights Score,9,EuropeProperty Rights Score9,12,9
Ghana,Africa,Property Rights Score,5,AfricaProperty Rights Score5,7,5
Greece,Europe,Property Rights Score,6,EuropeProperty Rights Score6,10,6
Grenada,North America,Property Rights Score,No Data,North AmericaProperty Rights ScoreNo Data,3,No Data
Guatemala,North America,Property Rights Score,4,North AmericaProperty Rights Score4,4,4
Guinea,Africa,Property Rights Score,3,AfricaProperty Rights Score3,17,3
Guinea-Bissau,Africa,Property Rights Score,3,AfricaProperty Rights Score3,17,3
Guyana,South America,Property Rights Score,4,South AmericaProperty Rights Score4,4,4
Haiti,North America,Property Rights Score,3,North AmericaProperty Rights Score3,3,3
Honduras,North America,Property Rights Score,5,North AmericaProperty Rights Score5,5,5
Hungary,Europe,Property Rights Score,6,EuropeProperty Rights Score6,10,6
Iceland,Europe,Property Rights Score,9,EuropeProperty Rights Score9,12,9
India,Asia,Property Rights Score,6,AsiaProperty Rights Score6,9,6
Indonesia,Asia,Property Rights Score,5,AsiaProperty Rights Score5,8,5
Iran,Asia,Property Rights Score,3,AsiaProperty Rights Score3,7,3
Iraq,Asia,Property Rights Score,4,AsiaProperty Rights Score4,7,4
Ireland,Europe,Property Rights Score,9,EuropeProperty Rights Score9,12,9
Israel,Asia,Property Rights Score,8,AsiaProperty Rights Score8,3,8
Italy,Europe,Property Rights Score,8,EuropeProperty Rights Score8,5,8
Jamaica,North America,Property Rights Score,6,North AmericaProperty Rights Score6,5,6
Japan,Asia,Property Rights Score,9,AsiaProperty Rights Score9,3,9
Jordan,Asia,Property Rights Score,6,AsiaProperty Rights Score6,9,6
Kazakhstan,Asia,Property Rights Score,6,AsiaProperty Rights Score6,9,6
Kenya,Africa,Property Rights Score,5,AfricaProperty Rights Score5,7,5
Kiribati,Oceania,Property Rights Score,5,OceaniaProperty Rights Score5,2,5
Korea (Dem. People’s Rep.),Asia,Property Rights Score,3,AsiaProperty Rights Score3,7,3
Korea (Rep.),Asia,Property Rights Score,8,AsiaProperty Rights Score8,3,8
Kosovo,Europe,Property Rights Score,6,EuropeProperty Rights Score6,10,6
Kuwait,Asia,Property Rights Score,6,AsiaProperty Rights Score6,9,6
Kyrgyzstan,Asia,Property Rights Score,5,AsiaProperty Rights Score5,8,5
Laos,Asia,Property Rights Score,4,AsiaProperty Rights Score4,7,4
Latvia,Europe,Property Rights Score,7,EuropeProperty Rights Score7,9,7
Lebanon,Asia,Property Rights Score,4,AsiaProperty Rights Score4,7,4
Lesotho,Africa,Property Rights Score,5,AfricaProperty Rights Score5,7,5
Liberia,Africa,Property Rights Score,3,AfricaProperty Rights Score3,17,3
Libya,Africa,Property Rights Score,1,AfricaProperty Rights Score1,1,1
Liechtenstein,Europe,Property Rights Score,No Data,EuropeProperty Rights ScoreNo Data,4,No Data
Lithuania,Europe,Property Rights Score,8,EuropeProperty Rights Score8,5,8
Luxembourg,Europe,Property Rights Score,9,EuropeProperty Rights Score9,12,9
Macedonia,Europe,Property Rights Score,7,EuropeProperty Rights Score7,9,7
Madagascar,Africa,Property Rights Score,4,AfricaProperty Rights Score4,17,4
Malawi,Africa,Property Rights Score,3,AfricaProperty Rights Score3,17,3
Malaysia,Asia,Property Rights Score,9,AsiaProperty Rights Score9,3,9
Maldives,Asia,Property Rights Score,5,AsiaProperty Rights Score5,8,5
Mali,Africa,Property Rights Score,3,AfricaProperty Rights Score3,17,3
Malta,Europe,Property Rights Score,7,EuropeProperty Rights Score7,9,7
Marshall Islands,Oceania,Property Rights Score,No Data,OceaniaProperty Rights ScoreNo Data,4,No Data
Mauritania,Africa,Property Rights Score,3,AfricaProperty Rights Score3,17,3
Mauritius,Africa,Property Rights Score,7,AfricaProperty Rights Score7,3,7
Mexico,North America,Property Rights Score,6,North AmericaProperty Rights Score6,5,6
Micronesia,Oceania,Property Rights Score,1,OceaniaProperty Rights Score1,1,1
Moldova,Europe,Property Rights Score,6,EuropeProperty Rights Score6,10,6
Monaco,Europe,Property Rights Score,No Data,EuropeProperty Rights ScoreNo Data,4,No Data
Mongolia,Asia,Property Rights Score,5,AsiaProperty Rights Score5,8,5
Montenegro,Europe,Property Rights Score,6,EuropeProperty Rights Score6,10,6
Morocco,Africa,Property Rights Score,6,AfricaProperty Rights Score6,5,6
Mozambique,Africa,Property Rights Score,4,AfricaProperty Rights Score4,17,4
Myanmar,Asia,Property Rights Score,3,AsiaProperty Rights Score3,7,3
Namibia,Africa,Property Rights Score,6,AfricaProperty Rights Score6,5,6
Nauru,Oceania,Property Rights Score,No Data,OceaniaProperty Rights ScoreNo Data,4,No Data
Nepal,Asia,Property Rights Score,4,AsiaProperty Rights Score4,7,4
Netherlands,Europe,Property Rights Score,9,EuropeProperty Rights Score9,12,9
New Zealand,Oceania,Property Rights Score,10,OceaniaProperty Rights Score10,1,10
Nicaragua,North America,Property Rights Score,3,North AmericaProperty Rights Score3,3,3
Niger,Africa,Property Rights Score,4,AfricaProperty Rights Score4,17,4
Nigeria,Africa,Property Rights Score,4,AfricaProperty Rights Score4,17,4
Norway,Europe,Property Rights Score,9,EuropeProperty Rights Score9,12,9
Oman,Asia,Property Rights Score,6,AsiaProperty Rights Score6,9,6
Pakistan,Asia,Property Rights Score,4,AsiaProperty Rights Score4,7,4
Palau,Oceania,Property Rights Score,No Data,OceaniaProperty Rights ScoreNo Data,4,No Data
Panama,North America,Property Rights Score,6,North AmericaProperty Rights Score6,5,6
Papua New Guinea,Oceania,Property Rights Score,4,OceaniaProperty Rights Score4,1,4
Paraguay,South America,Property Rights Score,4,South AmericaProperty Rights Score4,4,4
Peru,South America,Property Rights Score,6,South AmericaProperty Rights Score6,3,6
Philippines,Asia,Property Rights Score,5,AsiaProperty Rights Score5,8,5
Poland,Europe,Property Rights Score,7,EuropeProperty Rights Score7,9,7
Portugal,Europe,Property Rights Score,7,EuropeProperty Rights Score7,9,7
Qatar,Asia,Property Rights Score,7,AsiaProperty Rights Score7,2,7
Romania,Europe,Property Rights Score,6,EuropeProperty Rights Score6,10,6
Russia,UN Security Council,Property Rights Score,5,UN Security CouncilProperty Rights Score5,2,5
Rwanda,Africa,Property Rights Score,7,AfricaProperty Rights Score7,3,7
Saint Kitts and Nevis,North America,Property Rights Score,No Data,North AmericaProperty Rights ScoreNo Data,3,No Data
Saint Lucia,North America,Property Rights Score,7,North AmericaProperty Rights Score7,1,7
Saint Vincent and the Grenadines,North America,Property Rights Score,4,North AmericaProperty Rights Score4,4,4
Samoa,Oceania,Property Rights Score,6,OceaniaProperty Rights Score6,1,6
San Marino,Europe,Property Rights Score,No Data,EuropeProperty Rights ScoreNo Data,4,No Data
Sao Tome and Principe,Africa,Property Rights Score,4,AfricaProperty Rights Score4,17,4
Saudi Arabia,Asia,Property Rights Score,6,AsiaProperty Rights Score6,9,6
Senegal,Africa,Property Rights Score,4,AfricaProperty Rights Score4,17,4
Serbia,Europe,Property Rights Score,5,EuropeProperty Rights Score5,2,5
Seychelles,Africa,Property Rights Score,6,AfricaProperty Rights Score6,5,6
Sierra Leone,Africa,Property Rights Score,4,AfricaProperty Rights Score4,17,4
Singapore,Asia,Property Rights Score,10,AsiaProperty Rights Score10,1,10
Slovakia,Europe,Property Rights Score,7,EuropeProperty Rights Score7,9,7
Slovenia,Europe,Property Rights Score,8,EuropeProperty Rights Score8,5,8
