Country,Continent,Category,Bucket,uniqueID,Freq
Australia,Oceania,Civil Liberties Score ,1,OceaniaCivil Liberties Score 1,7
Austria,Europe,Civil Liberties Score ,1,EuropeCivil Liberties Score 1,26
Azerbaijan,Europe,Civil Liberties Score ,9,EuropeCivil Liberties Score 9,2
Bahamas,North America,Civil Liberties Score ,1,North AmericaCivil Liberties Score 1,8
Bahrain,Asia,Civil Liberties Score ,9,AsiaCivil Liberties Score 9,9
Bangladesh,Asia,Civil Liberties Score ,5,AsiaCivil Liberties Score 5,8
Barbados,North America,Civil Liberties Score ,1,North AmericaCivil Liberties Score 1,8
Belarus,Europe,Civil Liberties Score ,9,EuropeCivil Liberties Score 9,2
Belgium,Europe,Civil Liberties Score ,1,EuropeCivil Liberties Score 1,26
Belize,North America,Civil Liberties Score ,2,North AmericaCivil Liberties Score 2,5
Benin,Africa,Civil Liberties Score ,2,AfricaCivil Liberties Score 2,8
Bhutan,Asia,Civil Liberties Score ,5,AsiaCivil Liberties Score 5,8
Bolivia,South America,Civil Liberties Score ,4,South AmericaCivil Liberties Score 4,6
Bosnia and Herzegovina,Europe,Civil Liberties Score ,5,EuropeCivil Liberties Score 5,3
Botswana,Africa,Civil Liberties Score ,2,AfricaCivil Liberties Score 2,8
Brazil,South America,Civil Liberties Score ,2,South AmericaCivil Liberties Score 2,3
Brunei,Asia,Civil Liberties Score ,7,AsiaCivil Liberties Score 7,13
Bulgaria,Europe,Civil Liberties Score ,2,EuropeCivil Liberties Score 2,8
Burkina Faso,Africa,Civil Liberties Score ,4,AfricaCivil Liberties Score 4,7
Burundi,Africa,Civil Liberties Score ,9,AfricaCivil Liberties Score 9,10
Cabo Verde,Africa,Civil Liberties Score ,1,AfricaCivil Liberties Score 1,1
Cambodia,Asia,Civil Liberties Score ,7,AsiaCivil Liberties Score 7,13
Cameroon,Africa,Civil Liberties Score ,9,AfricaCivil Liberties Score 9,10
Canada,North America,Civil Liberties Score ,1,North AmericaCivil Liberties Score 1,8
Central African Republic,Africa,Civil Liberties Score ,10,AfricaCivil Liberties Score 10,6
Chad,Africa,Civil Liberties Score ,9,AfricaCivil Liberties Score 9,10
Chile,South America,Civil Liberties Score ,1,South AmericaCivil Liberties Score 1,2
China,UN Security Council,Civil Liberties Score ,9,UN Security CouncilCivil Liberties Score 9,2
Colombia,South America,Civil Liberties Score ,4,South AmericaCivil Liberties Score 4,6
Comoros,Africa,Civil Liberties Score ,5,AfricaCivil Liberties Score 5,11
Congo (Dem. Rep.),Africa,Civil Liberties Score ,9,AfricaCivil Liberties Score 9,10
Congo (Rep.),Africa,Civil Liberties Score ,7,AfricaCivil Liberties Score 7,11
Costa Rica,North America,Civil Liberties Score ,1,North AmericaCivil Liberties Score 1,8
Cote d'Ivoire,Africa,Civil Liberties Score ,5,AfricaCivil Liberties Score 5,11
Croatia,Europe,Civil Liberties Score ,2,EuropeCivil Liberties Score 2,8
Cuba,North America,Civil Liberties Score ,9,North AmericaCivil Liberties Score 9,1
Cyprus,Europe,Civil Liberties Score ,1,EuropeCivil Liberties Score 1,26
Czech Republic,Europe,Civil Liberties Score ,1,EuropeCivil Liberties Score 1,26
Denmark,Europe,Civil Liberties Score ,1,EuropeCivil Liberties Score 1,26
Djibouti,Africa,Civil Liberties Score ,7,AfricaCivil Liberties Score 7,11
Dominica,North America,Civil Liberties Score ,1,North AmericaCivil Liberties Score 1,8
Dominican Republic,North America,Civil Liberties Score ,4,North AmericaCivil Liberties Score 4,4
Ecuador,South America,Civil Liberties Score ,4,South AmericaCivil Liberties Score 4,6
Egypt,Africa,Civil Liberties Score ,9,AfricaCivil Liberties Score 9,10
El Salvador,North America,Civil Liberties Score ,4,North AmericaCivil Liberties Score 4,4
Equatorial Guinea,Africa,Civil Liberties Score ,10,AfricaCivil Liberties Score 10,6
Eritrea,Africa,Civil Liberties Score ,10,AfricaCivil Liberties Score 10,6
Estonia,Europe,Civil Liberties Score ,1,EuropeCivil Liberties Score 1,26
Eswatini,Africa,Civil Liberties Score ,9,AfricaCivil Liberties Score 9,10
Ethiopia,Africa,Civil Liberties Score ,9,AfricaCivil Liberties Score 9,10
Fiji,Oceania,Civil Liberties Score ,4,OceaniaCivil Liberties Score 4,2
Finland,Europe,Civil Liberties Score ,1,EuropeCivil Liberties Score 1,26
France,UN Security Council,Civil Liberties Score ,2,UN Security CouncilCivil Liberties Score 2,1
Gabon,Africa,Civil Liberties Score ,7,AfricaCivil Liberties Score 7,11
"Gambia, The",Africa,Civil Liberties Score ,7,AfricaCivil Liberties Score 7,11
Georgia,Europe,Civil Liberties Score ,4,EuropeCivil Liberties Score 4,6
Germany,Europe,Civil Liberties Score ,1,EuropeCivil Liberties Score 1,26
Ghana,Africa,Civil Liberties Score ,2,AfricaCivil Liberties Score 2,8
Greece,Europe,Civil Liberties Score ,2,EuropeCivil Liberties Score 2,8
Grenada,North America,Civil Liberties Score ,2,North AmericaCivil Liberties Score 2,5
Guatemala,North America,Civil Liberties Score ,5,North AmericaCivil Liberties Score 5,3
Guinea,Africa,Civil Liberties Score ,7,AfricaCivil Liberties Score 7,11
Guinea-Bissau,Africa,Civil Liberties Score ,7,AfricaCivil Liberties Score 7,11
Guyana,South America,Civil Liberties Score ,4,South AmericaCivil Liberties Score 4,6
Haiti,North America,Civil Liberties Score ,7,North AmericaCivil Liberties Score 7,1
Honduras,North America,Civil Liberties Score ,5,North AmericaCivil Liberties Score 5,3
Hungary,Europe,Civil Liberties Score ,2,EuropeCivil Liberties Score 2,8
Iceland,Europe,Civil Liberties Score ,1,EuropeCivil Liberties Score 1,26
India,Asia,Civil Liberties Score ,4,AsiaCivil Liberties Score 4,4
Indonesia,Asia,Civil Liberties Score ,5,AsiaCivil Liberties Score 5,8
Iran,Asia,Civil Liberties Score ,9,AsiaCivil Liberties Score 9,9
Iraq,Asia,Civil Liberties Score ,9,AsiaCivil Liberties Score 9,9
Ireland,Europe,Civil Liberties Score ,1,EuropeCivil Liberties Score 1,26
Israel,Asia,Civil Liberties Score ,4,AsiaCivil Liberties Score 4,4
Italy,Europe,Civil Liberties Score ,1,EuropeCivil Liberties Score 1,26
Jamaica,North America,Civil Liberties Score ,4,North AmericaCivil Liberties Score 4,4
Japan,Asia,Civil Liberties Score ,1,AsiaCivil Liberties Score 1,2
Jordan,Asia,Civil Liberties Score ,7,AsiaCivil Liberties Score 7,13
Kazakhstan,Asia,Civil Liberties Score ,7,AsiaCivil Liberties Score 7,13
Kenya,Africa,Civil Liberties Score ,5,AfricaCivil Liberties Score 5,11
Kiribati,Oceania,Civil Liberties Score ,1,OceaniaCivil Liberties Score 1,7
Korea (Dem. People’s Rep.),Asia,Civil Liberties Score ,10,AsiaCivil Liberties Score 10,5
Korea (Rep.),Asia,Civil Liberties Score ,2,AsiaCivil Liberties Score 2,2
Kosovo,Europe,Civil Liberties Score ,5,EuropeCivil Liberties Score 5,3
Kuwait,Asia,Civil Liberties Score ,7,AsiaCivil Liberties Score 7,13
Kyrgyzstan,Asia,Civil Liberties Score ,7,AsiaCivil Liberties Score 7,13
Laos,Asia,Civil Liberties Score ,9,AsiaCivil Liberties Score 9,9
Latvia,Europe,Civil Liberties Score ,2,EuropeCivil Liberties Score 2,8
Lebanon,Asia,Civil Liberties Score ,5,AsiaCivil Liberties Score 5,8
Lesotho,Africa,Civil Liberties Score ,4,AfricaCivil Liberties Score 4,7
Liberia,Africa,Civil Liberties Score ,4,AfricaCivil Liberties Score 4,7
Libya,Africa,Civil Liberties Score ,9,AfricaCivil Liberties Score 9,10
Liechtenstein,Europe,Civil Liberties Score ,1,EuropeCivil Liberties Score 1,26
Lithuania,Europe,Civil Liberties Score ,1,EuropeCivil Liberties Score 1,26
Luxembourg,Europe,Civil Liberties Score ,1,EuropeCivil Liberties Score 1,26
Macedonia,Europe,Civil Liberties Score ,4,EuropeCivil Liberties Score 4,6
Madagascar,Africa,Civil Liberties Score ,5,AfricaCivil Liberties Score 5,11
Malawi,Africa,Civil Liberties Score ,4,AfricaCivil Liberties Score 4,7
Malaysia,Asia,Civil Liberties Score ,5,AsiaCivil Liberties Score 5,8
Maldives,Asia,Civil Liberties Score ,7,AsiaCivil Liberties Score 7,13
Mali,Africa,Civil Liberties Score ,5,AfricaCivil Liberties Score 5,11
Malta,Europe,Civil Liberties Score ,1,EuropeCivil Liberties Score 1,26
Marshall Islands,Oceania,Civil Liberties Score ,1,OceaniaCivil Liberties Score 1,7
Mauritania,Africa,Civil Liberties Score ,7,AfricaCivil Liberties Score 7,11
Mauritius,Africa,Civil Liberties Score ,2,AfricaCivil Liberties Score 2,8
Mexico,North America,Civil Liberties Score ,4,North AmericaCivil Liberties Score 4,4
Micronesia,Oceania,Civil Liberties Score ,1,OceaniaCivil Liberties Score 1,7
Moldova,Europe,Civil Liberties Score ,4,EuropeCivil Liberties Score 4,6
Monaco,Europe,Civil Liberties Score ,1,EuropeCivil Liberties Score 1,26
Mongolia,Asia,Civil Liberties Score ,2,AsiaCivil Liberties Score 2,2
Montenegro,Europe,Civil Liberties Score ,4,EuropeCivil Liberties Score 4,6
Morocco,Africa,Civil Liberties Score ,7,AfricaCivil Liberties Score 7,11
Mozambique,Africa,Civil Liberties Score ,5,AfricaCivil Liberties Score 5,11
Myanmar,Asia,Civil Liberties Score ,7,AsiaCivil Liberties Score 7,13
Namibia,Africa,Civil Liberties Score ,2,AfricaCivil Liberties Score 2,8
Nauru,Oceania,Civil Liberties Score ,2,OceaniaCivil Liberties Score 2,5
Nepal,Asia,Civil Liberties Score ,5,AsiaCivil Liberties Score 5,8
Netherlands,Europe,Civil Liberties Score ,1,EuropeCivil Liberties Score 1,26
New Zealand,Oceania,Civil Liberties Score ,1,OceaniaCivil Liberties Score 1,7
Nicaragua,North America,Civil Liberties Score ,5,North AmericaCivil Liberties Score 5,3
Niger,Africa,Civil Liberties Score ,5,AfricaCivil Liberties Score 5,11
Nigeria,Africa,Civil Liberties Score ,7,AfricaCivil Liberties Score 7,11
Norway,Europe,Civil Liberties Score ,1,EuropeCivil Liberties Score 1,26
Oman,Asia,Civil Liberties Score ,7,AsiaCivil Liberties Score 7,13
Pakistan,Asia,Civil Liberties Score ,7,AsiaCivil Liberties Score 7,13
Palau,Oceania,Civil Liberties Score ,1,OceaniaCivil Liberties Score 1,7
Panama,North America,Civil Liberties Score ,2,North AmericaCivil Liberties Score 2,5
Papua New Guinea,Oceania,Civil Liberties Score ,4,OceaniaCivil Liberties Score 4,2
Paraguay,South America,Civil Liberties Score ,4,South AmericaCivil Liberties Score 4,6
Peru,South America,Civil Liberties Score ,4,South AmericaCivil Liberties Score 4,6
Philippines,Asia,Civil Liberties Score ,4,AsiaCivil Liberties Score 4,4
Poland,Europe,Civil Liberties Score ,2,EuropeCivil Liberties Score 2,8
Portugal,Europe,Civil Liberties Score ,1,EuropeCivil Liberties Score 1,26
Qatar,Asia,Civil Liberties Score ,7,AsiaCivil Liberties Score 7,13
Romania,Europe,Civil Liberties Score ,2,EuropeCivil Liberties Score 2,8
Russia,UN Security Council,Civil Liberties Score ,9,UN Security CouncilCivil Liberties Score 9,2
Rwanda,Africa,Civil Liberties Score ,9,AfricaCivil Liberties Score 9,10
Saint Kitts and Nevis,North America,Civil Liberties Score ,1,North AmericaCivil Liberties Score 1,8
Saint Lucia,North America,Civil Liberties Score ,1,North AmericaCivil Liberties Score 1,8
Saint Vincent and the Grenadines,North America,Civil Liberties Score ,1,North AmericaCivil Liberties Score 1,8
Samoa,Oceania,Civil Liberties Score ,2,OceaniaCivil Liberties Score 2,5
San Marino,Europe,Civil Liberties Score ,1,EuropeCivil Liberties Score 1,26
Sao Tome and Principe,Africa,Civil Liberties Score ,2,AfricaCivil Liberties Score 2,8
Saudi Arabia,Asia,Civil Liberties Score ,10,AsiaCivil Liberties Score 10,5
Senegal,Africa,Civil Liberties Score ,2,AfricaCivil Liberties Score 2,8
Serbia,Europe,Civil Liberties Score ,2,EuropeCivil Liberties Score 2,8
Seychelles,Africa,Civil Liberties Score ,4,AfricaCivil Liberties Score 4,7
Sierra Leone,Africa,Civil Liberties Score ,4,AfricaCivil Liberties Score 4,7
Singapore,Asia,Civil Liberties Score ,5,AsiaCivil Liberties Score 5,8
Slovakia,Europe,Civil Liberties Score ,1,EuropeCivil Liberties Score 1,26
Slovenia,Europe,Civil Liberties Score ,1,EuropeCivil Liberties Score 1,26
Solomon Islands,Oceania,Civil Liberties Score ,2,OceaniaCivil Liberties Score 2,5
Somalia,Africa,Civil Liberties Score ,10,AfricaCivil Liberties Score 10,6
South Africa,Africa,Civil Liberties Score ,2,AfricaCivil Liberties Score 2,8
South Sudan,Africa,Civil Liberties Score ,10,AfricaCivil Liberties Score 10,6
Spain,Europe,Civil Liberties Score ,1,EuropeCivil Liberties Score 1,26
Sri Lanka,Asia,Civil Liberties Score ,5,AsiaCivil Liberties Score 5,8
Sudan,Africa,Civil Liberties Score ,10,AfricaCivil Liberties Score 10,6
Suriname,South America,Civil Liberties Score ,2,South AmericaCivil Liberties Score 2,3
Sweden,Europe,Civil Liberties Score ,1,EuropeCivil Liberties Score 1,26
Switzerland,Europe,Civil Liberties Score ,1,EuropeCivil Liberties Score 1,26
Syria,Asia,Civil Liberties Score ,10,AsiaCivil Liberties Score 10,5
Taiwan,Asia,Civil Liberties Score ,1,AsiaCivil Liberties Score 1,2
Tajikistan,Asia,Civil Liberties Score ,9,AsiaCivil Liberties Score 9,9
Tanzania,Africa,Civil Liberties Score ,5,AfricaCivil Liberties Score 5,11
Thailand,Asia,Civil Liberties Score ,7,AsiaCivil Liberties Score 7,13
Timor-Leste,Asia,Civil Liberties Score ,4,AsiaCivil Liberties Score 4,4
Togo,Africa,Civil Liberties Score ,5,AfricaCivil Liberties Score 5,11
Tonga,Oceania,Civil Liberties Score ,2,OceaniaCivil Liberties Score 2,5
Trinidad and Tobago,North America,Civil Liberties Score ,2,North AmericaCivil Liberties Score 2,5
Tunisia,Africa,Civil Liberties Score ,4,AfricaCivil Liberties Score 4,7
Turkey,Asia,Civil Liberties Score ,9,AsiaCivil Liberties Score 9,9
Turkmenistan,Asia,Civil Liberties Score ,10,AsiaCivil Liberties Score 10,5
Tuvalu,Oceania,Civil Liberties Score ,1,OceaniaCivil Liberties Score 1,7
Uganda,Africa,Civil Liberties Score ,5,AfricaCivil Liberties Score 5,11
Ukraine,Europe,Civil Liberties Score ,4,EuropeCivil Liberties Score 4,6
United Arab Emirates,Asia,Civil Liberties Score ,9,AsiaCivil Liberties Score 9,9
United Kingdom,UN Security Council,Civil Liberties Score ,1,UN Security CouncilCivil Liberties Score 1,2
United States,UN Security Council,Civil Liberties Score ,1,UN Security CouncilCivil Liberties Score 1,2
Uruguay,South America,Civil Liberties Score ,1,South AmericaCivil Liberties Score 1,2
Uzbekistan,Asia,Civil Liberties Score ,10,AsiaCivil Liberties Score 10,5
Vanuatu,Oceania,Civil Liberties Score ,2,OceaniaCivil Liberties Score 2,5
Venezuela,South America,Civil Liberties Score ,7,South AmericaCivil Liberties Score 7,1
Vietnam,Asia,Civil Liberties Score ,7,AsiaCivil Liberties Score 7,13
Yemen,Asia,Civil Liberties Score ,9,AsiaCivil Liberties Score 9,9
Zambia,Africa,Civil Liberties Score ,5,AfricaCivil Liberties Score 5,11
Zimbabwe,Africa,Civil Liberties Score ,7,AfricaCivil Liberties Score 7,11
Afghanistan,Asia,Political Stability & Absence Of Violence,1,AsiaPolitical Stability & Absence Of Violence1,3
Albania,Europe,Political Stability & Absence Of Violence,8,EuropePolitical Stability & Absence Of Violence8,9
Algeria,Africa,Political Stability & Absence Of Violence,5,AfricaPolitical Stability & Absence Of Violence5,11
Andorra,Europe,Political Stability & Absence Of Violence,10,EuropePolitical Stability & Absence Of Violence10,7
Angola,Africa,Political Stability & Absence Of Violence,6,AfricaPolitical Stability & Absence Of Violence6,14
Antigua & Barbuda,North America,Political Stability & Absence Of Violence,9,North AmericaPolitical Stability & Absence Of Violence9,8
Argentina,South America,Political Stability & Absence Of Violence,7,South AmericaPolitical Stability & Absence Of Violence7,5
Armenia,Europe,Political Stability & Absence Of Violence,5,EuropePolitical Stability & Absence Of Violence5,2
Australia,Oceania,Political Stability & Absence Of Violence,9,OceaniaPolitical Stability & Absence Of Violence9,5
Austria,Europe,Political Stability & Absence Of Violence,9,EuropePolitical Stability & Absence Of Violence9,15
Azerbaijan,Europe,Political Stability & Absence Of Violence,5,EuropePolitical Stability & Absence Of Violence5,2
Bahamas,North America,Political Stability & Absence Of Violence,9,North AmericaPolitical Stability & Absence Of Violence9,8
Bahrain,Asia,Political Stability & Absence Of Violence,5,AsiaPolitical Stability & Absence Of Violence5,8
Bangladesh,Asia,Political Stability & Absence Of Violence,4,AsiaPolitical Stability & Absence Of Violence4,2
Barbados,North America,Political Stability & Absence Of Violence,9,North AmericaPolitical Stability & Absence Of Violence9,8
Belarus,Europe,Political Stability & Absence Of Violence,7,EuropePolitical Stability & Absence Of Violence7,6
Belgium,Europe,Political Stability & Absence Of Violence,8,EuropePolitical Stability & Absence Of Violence8,9
Belize,North America,Political Stability & Absence Of Violence,7,North AmericaPolitical Stability & Absence Of Violence7,4
Benin,Africa,Political Stability & Absence Of Violence,7,AfricaPolitical Stability & Absence Of Violence7,10
Bhutan,Asia,Political Stability & Absence Of Violence,9,AsiaPolitical Stability & Absence Of Violence9,5
Bolivia,South America,Political Stability & Absence Of Violence,6,South AmericaPolitical Stability & Absence Of Violence6,3
Bosnia and Herzegovina,Europe,Political Stability & Absence Of Violence,6,EuropePolitical Stability & Absence Of Violence6,5
Botswana,Africa,Political Stability & Absence Of Violence,9,AfricaPolitical Stability & Absence Of Violence9,3
Brazil,South America,Political Stability & Absence Of Violence,6,South AmericaPolitical Stability & Absence Of Violence6,3
Brunei,Asia,Political Stability & Absence Of Violence,10,AsiaPolitical Stability & Absence Of Violence10,2
Bulgaria,Europe,Political Stability & Absence Of Violence,8,EuropePolitical Stability & Absence Of Violence8,9
Burkina Faso,Africa,Political Stability & Absence Of Violence,5,AfricaPolitical Stability & Absence Of Violence5,11
Burundi,Africa,Political Stability & Absence Of Violence,3,AfricaPolitical Stability & Absence Of Violence3,6
Cabo Verde,Africa,Political Stability & Absence Of Violence,9,AfricaPolitical Stability & Absence Of Violence9,3
Cambodia,Asia,Political Stability & Absence Of Violence,7,AsiaPolitical Stability & Absence Of Violence7,8
Cameroon,Africa,Political Stability & Absence Of Violence,5,AfricaPolitical Stability & Absence Of Violence5,11
Canada,North America,Political Stability & Absence Of Violence,9,North AmericaPolitical Stability & Absence Of Violence9,8
Central African Republic,Africa,Political Stability & Absence Of Violence,3,AfricaPolitical Stability & Absence Of Violence3,6
Chad,Africa,Political Stability & Absence Of Violence,4,AfricaPolitical Stability & Absence Of Violence4,3
Chile,South America,Political Stability & Absence Of Violence,8,South AmericaPolitical Stability & Absence Of Violence8,1
China,UN Security Council,Political Stability & Absence Of Violence,6,UN Security CouncilPolitical Stability & Absence Of Violence6,1
Colombia,South America,Political Stability & Absence Of Violence,5,South AmericaPolitical Stability & Absence Of Violence5,1
Comoros,Africa,Political Stability & Absence Of Violence,7,AfricaPolitical Stability & Absence Of Violence7,10
Congo (Dem. Rep.),Africa,Political Stability & Absence Of Violence,2,AfricaPolitical Stability & Absence Of Violence2,4
Congo (Rep.),Africa,Political Stability & Absence Of Violence,6,AfricaPolitical Stability & Absence Of Violence6,14
Costa Rica,North America,Political Stability & Absence Of Violence,8,North AmericaPolitical Stability & Absence Of Violence8,5
Cote d'Ivoire,Africa,Political Stability & Absence Of Violence,5,AfricaPolitical Stability & Absence Of Violence5,11
Croatia,Europe,Political Stability & Absence Of Violence,9,EuropePolitical Stability & Absence Of Violence9,15
Cuba,North America,Political Stability & Absence Of Violence,8,North AmericaPolitical Stability & Absence Of Violence8,5
Cyprus,Europe,Political Stability & Absence Of Violence,8,EuropePolitical Stability & Absence Of Violence8,9
Czech Republic,Europe,Political Stability & Absence Of Violence,9,EuropePolitical Stability & Absence Of Violence9,15
Denmark,Europe,Political Stability & Absence Of Violence,9,EuropePolitical Stability & Absence Of Violence9,15
Djibouti,Africa,Political Stability & Absence Of Violence,5,AfricaPolitical Stability & Absence Of Violence5,11
Dominica,North America,Political Stability & Absence Of Violence,9,North AmericaPolitical Stability & Absence Of Violence9,8
Dominican Republic,North America,Political Stability & Absence Of Violence,7,North AmericaPolitical Stability & Absence Of Violence7,4
Ecuador,South America,Political Stability & Absence Of Violence,7,South AmericaPolitical Stability & Absence Of Violence7,5
Egypt,Africa,Political Stability & Absence Of Violence,4,AfricaPolitical Stability & Absence Of Violence4,3
El Salvador,North America,Political Stability & Absence Of Violence,6,North AmericaPolitical Stability & Absence Of Violence6,4
Equatorial Guinea,Africa,Political Stability & Absence Of Violence,7,AfricaPolitical Stability & Absence Of Violence7,10
Eritrea,Africa,Political Stability & Absence Of Violence,5,AfricaPolitical Stability & Absence Of Violence5,11
Estonia,Europe,Political Stability & Absence Of Violence,8,EuropePolitical Stability & Absence Of Violence8,9
Eswatini,Africa,Political Stability & Absence Of Violence,6,AfricaPolitical Stability & Absence Of Violence6,14
Ethiopia,Africa,Political Stability & Absence Of Violence,3,AfricaPolitical Stability & Absence Of Violence3,6
Fiji,Oceania,Political Stability & Absence Of Violence,9,OceaniaPolitical Stability & Absence Of Violence9,5
Finland,Europe,Political Stability & Absence Of Violence,9,EuropePolitical Stability & Absence Of Violence9,15
France,UN Security Council,Political Stability & Absence Of Violence,7,UN Security CouncilPolitical Stability & Absence Of Violence7,2
Gabon,Africa,Political Stability & Absence Of Violence,7,AfricaPolitical Stability & Absence Of Violence7,10
"Gambia, The",Africa,Political Stability & Absence Of Violence,No Data,AfricaPolitical Stability & Absence Of ViolenceNo Data,1
Georgia,Europe,Political Stability & Absence Of Violence,6,EuropePolitical Stability & Absence Of Violence6,5
Germany,Europe,Political Stability & Absence Of Violence,8,EuropePolitical Stability & Absence Of Violence8,9
Ghana,Africa,Political Stability & Absence Of Violence,7,AfricaPolitical Stability & Absence Of Violence7,10
Greece,Europe,Political Stability & Absence Of Violence,7,EuropePolitical Stability & Absence Of Violence7,6
Grenada,North America,Political Stability & Absence Of Violence,9,North AmericaPolitical Stability & Absence Of Violence9,8
Guatemala,North America,Political Stability & Absence Of Violence,6,North AmericaPolitical Stability & Absence Of Violence6,4
Guinea,Africa,Political Stability & Absence Of Violence,6,AfricaPolitical Stability & Absence Of Violence6,14
Guinea-Bissau,Africa,Political Stability & Absence Of Violence,6,AfricaPolitical Stability & Absence Of Violence6,14
Guyana,South America,Political Stability & Absence Of Violence,7,South AmericaPolitical Stability & Absence Of Violence7,5
Haiti,North America,Political Stability & Absence Of Violence,5,North AmericaPolitical Stability & Absence Of Violence5,1
Honduras,North America,Political Stability & Absence Of Violence,6,North AmericaPolitical Stability & Absence Of Violence6,4
Hungary,Europe,Political Stability & Absence Of Violence,9,EuropePolitical Stability & Absence Of Violence9,15
Iceland,Europe,Political Stability & Absence Of Violence,10,EuropePolitical Stability & Absence Of Violence10,7
India,Asia,Political Stability & Absence Of Violence,5,AsiaPolitical Stability & Absence Of Violence5,8
Indonesia,Asia,Political Stability & Absence Of Violence,6,AsiaPolitical Stability & Absence Of Violence6,6
Iran,Asia,Political Stability & Absence Of Violence,5,AsiaPolitical Stability & Absence Of Violence5,8
Iraq,Asia,Political Stability & Absence Of Violence,2,AsiaPolitical Stability & Absence Of Violence2,2
Ireland,Europe,Political Stability & Absence Of Violence,9,EuropePolitical Stability & Absence Of Violence9,15
Israel,Asia,Political Stability & Absence Of Violence,5,AsiaPolitical Stability & Absence Of Violence5,8
Italy,Europe,Political Stability & Absence Of Violence,7,EuropePolitical Stability & Absence Of Violence7,6
Jamaica,North America,Political Stability & Absence Of Violence,7,North AmericaPolitical Stability & Absence Of Violence7,4
Japan,Asia,Political Stability & Absence Of Violence,9,AsiaPolitical Stability & Absence Of Violence9,5
Jordan,Asia,Political Stability & Absence Of Violence,6,AsiaPolitical Stability & Absence Of Violence6,6
Kazakhstan,Asia,Political Stability & Absence Of Violence,7,AsiaPolitical Stability & Absence Of Violence7,8
Kenya,Africa,Political Stability & Absence Of Violence,5,AfricaPolitical Stability & Absence Of Violence5,11
Kiribati,Oceania,Political Stability & Absence Of Violence,9,OceaniaPolitical Stability & Absence Of Violence9,5
Korea (Dem. People’s Rep.),Asia,Political Stability & Absence Of Violence,6,AsiaPolitical Stability & Absence Of Violence6,6
Korea (Rep.),Asia,Political Stability & Absence Of Violence,8,AsiaPolitical Stability & Absence Of Violence8,5
Kosovo,Europe,Political Stability & Absence Of Violence,6,EuropePolitical Stability & Absence Of Violence6,5
Kuwait,Asia,Political Stability & Absence Of Violence,7,AsiaPolitical Stability & Absence Of Violence7,8
Kyrgyzstan,Asia,Political Stability & Absence Of Violence,6,AsiaPolitical Stability & Absence Of Violence6,6
Laos,Asia,Political Stability & Absence Of Violence,8,AsiaPolitical Stability & Absence Of Violence8,5
Latvia,Europe,Political Stability & Absence Of Violence,8,EuropePolitical Stability & Absence Of Violence8,9
Lebanon,Asia,Political Stability & Absence Of Violence,3,AsiaPolitical Stability & Absence Of Violence3,2
Lesotho,Africa,Political Stability & Absence Of Violence,6,AfricaPolitical Stability & Absence Of Violence6,14
Liberia,Africa,Political Stability & Absence Of Violence,6,AfricaPolitical Stability & Absence Of Violence6,14
Libya,Africa,Political Stability & Absence Of Violence,2,AfricaPolitical Stability & Absence Of Violence2,4
Liechtenstein,Europe,Political Stability & Absence Of Violence,10,EuropePolitical Stability & Absence Of Violence10,7
Lithuania,Europe,Political Stability & Absence Of Violence,9,EuropePolitical Stability & Absence Of Violence9,15
Luxembourg,Europe,Political Stability & Absence Of Violence,10,EuropePolitical Stability & Absence Of Violence10,7
Macedonia,Europe,Political Stability & Absence Of Violence,6,EuropePolitical Stability & Absence Of Violence6,5
Madagascar,Africa,Political Stability & Absence Of Violence,6,AfricaPolitical Stability & Absence Of Violence6,14
Malawi,Africa,Political Stability & Absence Of Violence,6,AfricaPolitical Stability & Absence Of Violence6,14
Malaysia,Asia,Political Stability & Absence Of Violence,7,AsiaPolitical Stability & Absence Of Violence7,8
Maldives,Asia,Political Stability & Absence Of Violence,7,AsiaPolitical Stability & Absence Of Violence7,8
Mali,Africa,Political Stability & Absence Of Violence,3,AfricaPolitical Stability & Absence Of Violence3,6
Malta,Europe,Political Stability & Absence Of Violence,10,EuropePolitical Stability & Absence Of Violence10,7
Marshall Islands,Oceania,Political Stability & Absence Of Violence,7,OceaniaPolitical Stability & Absence Of Violence7,2
Mauritania,Africa,Political Stability & Absence Of Violence,6,AfricaPolitical Stability & Absence Of Violence6,14
Mauritius,Africa,Political Stability & Absence Of Violence,9,AfricaPolitical Stability & Absence Of Violence9,3
Mexico,North America,Political Stability & Absence Of Violence,6,North AmericaPolitical Stability & Absence Of Violence6,4
Micronesia,Oceania,Political Stability & Absence Of Violence,10,OceaniaPolitical Stability & Absence Of Violence10,4
Moldova,Europe,Political Stability & Absence Of Violence,6,EuropePolitical Stability & Absence Of Violence6,5
Monaco,Europe,Political Stability & Absence Of Violence,10,EuropePolitical Stability & Absence Of Violence10,7
Mongolia,Asia,Political Stability & Absence Of Violence,9,AsiaPolitical Stability & Absence Of Violence9,5
Montenegro,Europe,Political Stability & Absence Of Violence,7,EuropePolitical Stability & Absence Of Violence7,6
Morocco,Africa,Political Stability & Absence Of Violence,6,AfricaPolitical Stability & Absence Of Violence6,14
Mozambique,Africa,Political Stability & Absence Of Violence,5,AfricaPolitical Stability & Absence Of Violence5,11
Myanmar,Asia,Political Stability & Absence Of Violence,5,AsiaPolitical Stability & Absence Of Violence5,8
Namibia,Africa,Political Stability & Absence Of Violence,8,AfricaPolitical Stability & Absence Of Violence8,2
