Country,Contient,Category,Bucket
Grenada,North America,school life expectancy (YEARS),8
Guatemala,North America,school life expectancy (YEARS),4
Guinea,Africa,school life expectancy (YEARS),3
Guinea-Bissau,Africa,school life expectancy (YEARS),No Data
Guyana,South America,school life expectancy (YEARS),4
Haiti,North America,school life expectancy (YEARS),No Data
Honduras,North America,school life expectancy (YEARS),4
Hungary,Europe,school life expectancy (YEARS),7
Iceland,Europe,school life expectancy (YEARS),10
India,Asia,school life expectancy (YEARS),5
Indonesia,Asia,school life expectancy (YEARS),6
Iran,Asia,school life expectancy (YEARS),7
Iraq,Asia,school life expectancy (YEARS),No Data
Ireland,Europe,school life expectancy (YEARS),10
Israel,Asia,school life expectancy (YEARS),8
Italy,Europe,school life expectancy (YEARS),8
Jamaica,North America,school life expectancy (YEARS),No Data
Japan,Asia,school life expectancy (YEARS),7
Jordan,Asia,school life expectancy (YEARS),6
Kazakhstan,Asia,school life expectancy (YEARS),7
Kenya,Africa,school life expectancy (YEARS),4
Kiribati,Oceania,school life expectancy (YEARS),5
Korea (Dem. People’s Rep.),Asia,school life expectancy (YEARS),4
Korea (Rep.),Asia,school life expectancy (YEARS),8
Kosovo,Europe,school life expectancy (YEARS),No Data
Kuwait,Asia,school life expectancy (YEARS),6
Kyrgyzstan,Asia,school life expectancy (YEARS),6
Laos,Asia,school life expectancy (YEARS),4
Latvia,Europe,school life expectancy (YEARS),8
Lebanon,Asia,school life expectancy (YEARS),4
Lesotho,Africa,school life expectancy (YEARS),4
Liberia,Africa,school life expectancy (YEARS),No Data
Libya,Africa,school life expectancy (YEARS),No Data
Liechtenstein,Europe,school life expectancy (YEARS),7
Lithuania,Europe,school life expectancy (YEARS),8
Luxembourg,Europe,school life expectancy (YEARS),6
Macedonia,Europe,school life expectancy (YEARS),6
Madagascar,Africa,school life expectancy (YEARS),4
Malawi,Africa,school life expectancy (YEARS),4
Malaysia,Asia,school life expectancy (YEARS),6
Maldives,Asia,school life expectancy (YEARS),No Data
Mali,Africa,school life expectancy (YEARS),2
Malta,Europe,school life expectancy (YEARS),7
Marshall Islands,Oceania,school life expectancy (YEARS),No Data
Mauritania,Africa,school life expectancy (YEARS),3
Mauritius,Africa,school life expectancy (YEARS),7
Mexico,North America,school life expectancy (YEARS),6
Micronesia,Oceania,school life expectancy (YEARS),No Data
Moldova,Europe,school life expectancy (YEARS),5
Monaco,Europe,school life expectancy (YEARS),No Data
Mongolia,Asia,school life expectancy (YEARS),7
Montenegro,Europe,school life expectancy (YEARS),7
Morocco,Africa,school life expectancy (YEARS),5
Mozambique,Africa,school life expectancy (YEARS),4
Myanmar,Asia,school life expectancy (YEARS),No Data
Namibia,Africa,school life expectancy (YEARS),No Data
Nauru,Oceania,school life expectancy (YEARS),3
Nepal,Asia,school life expectancy (YEARS),5
Netherlands,Europe,school life expectancy (YEARS),9
New Zealand,Oceania,school life expectancy (YEARS),10
Nicaragua,North America,school life expectancy (YEARS),No Data
Niger,Africa,school life expectancy (YEARS),1
Nigeria,Africa,school life expectancy (YEARS),3
Norway,Europe,school life expectancy (YEARS),9
Oman,Asia,school life expectancy (YEARS),6
Pakistan,Asia,school life expectancy (YEARS),2
Palau,Oceania,school life expectancy (YEARS),8
Panama,North America,school life expectancy (YEARS),6
Papua New Guinea,Oceania,school life expectancy (YEARS),No Data
Paraguay,South America,school life expectancy (YEARS),5
Peru,South America,school life expectancy (YEARS),6
Philippines,Asia,school life expectancy (YEARS),6
Poland,Europe,school life expectancy (YEARS),8
Portugal,Europe,school life expectancy (YEARS),8
Qatar,Asia,school life expectancy (YEARS),6
Romania,Europe,school life expectancy (YEARS),7
Russia,UN Security Council,school life expectancy (YEARS),7
Rwanda,Africa,school life expectancy (YEARS),4
Saint Kitts and Nevis,North America,school life expectancy (YEARS),No Data
Saint Lucia,North America,school life expectancy (YEARS),No Data
Saint Vincent and the Grenadines,North America,school life expectancy (YEARS),No Data
Samoa,Oceania,school life expectancy (YEARS),No Data
San Marino,Europe,school life expectancy (YEARS),7
Sao Tome and Principe,Africa,school life expectancy (YEARS),6
Saudi Arabia,Asia,school life expectancy (YEARS),8
Senegal,Africa,school life expectancy (YEARS),3
Serbia,Europe,school life expectancy (YEARS),7
Seychelles,Africa,school life expectancy (YEARS),6
Sierra Leone,Africa,school life expectancy (YEARS),No Data
Singapore,Asia,school life expectancy (YEARS),6
Slovakia,Europe,school life expectancy (YEARS),7
Slovenia,Europe,school life expectancy (YEARS),8
Solomon Islands,Oceania,school life expectancy (YEARS),No Data
Somalia,Africa,school life expectancy (YEARS),No Data
South Africa,Africa,school life expectancy (YEARS),6
South Sudan,Africa,school life expectancy (YEARS),No Data
Spain,Europe,school life expectancy (YEARS),9
Sri Lanka,Asia,school life expectancy (YEARS),6
Sudan,Africa,school life expectancy (YEARS),2
Suriname,South America,school life expectancy (YEARS),No Data
Sweden,Europe,school life expectancy (YEARS),9
Switzerland,Europe,school life expectancy (YEARS),8
Syria,Asia,school life expectancy (YEARS),3
Taiwan,Asia,school life expectancy (YEARS),No Data
Tajikistan,Asia,school life expectancy (YEARS),4
Tanzania,Africa,school life expectancy (YEARS),2
Thailand,Asia,school life expectancy (YEARS),8
Timor-Leste,Asia,school life expectancy (YEARS),6
Togo,Africa,school life expectancy (YEARS),5
Tonga,Oceania,school life expectancy (YEARS),No Data
Trinidad and Tobago,North America,school life expectancy (YEARS),No Data
Tunisia,Africa,school life expectancy (YEARS),7
Turkey,Asia,school life expectancy (YEARS),8
Turkmenistan,Asia,school life expectancy (YEARS),4
Tuvalu,Oceania,school life expectancy (YEARS),No Data
Uganda,Africa,school life expectancy (YEARS),4
Ukraine,Europe,school life expectancy (YEARS),7
United Arab Emirates,Asia,school life expectancy (YEARS),No Data
United Kingdom,UN Security Council,school life expectancy (YEARS),9
United States,UN Security Council,school life expectancy (YEARS),8
Uruguay,South America,school life expectancy (YEARS),8
Uzbekistan,Asia,school life expectancy (YEARS),5
Vanuatu,Oceania,school life expectancy (YEARS),No Data
Venezuela,South America,school life expectancy (YEARS),6
Vietnam,Asia,school life expectancy (YEARS),No Data
Yemen,Asia,school life expectancy (YEARS),No Data
Zambia,Africa,school life expectancy (YEARS),No Data
Zimbabwe,Africa,school life expectancy (YEARS),4
Afghanistan,Asia,unemployment (%),3
Albania,Europe,unemployment (%),6
Algeria,Africa,unemployment (%),4
Andorra,Europe,unemployment (%),No Data
Angola,Africa,unemployment (%),3
Antigua & Barbuda,North America,unemployment (%),No Data
Argentina,South America,unemployment (%),3
Armenia,Europe,unemployment (%),6
Australia,Oceania,unemployment (%),2
Austria,Europe,unemployment (%),2
Azerbaijan,Europe,unemployment (%),2
Bahamas,North America,unemployment (%),5
Bahrain,Asia,unemployment (%),1
Bangladesh,Asia,unemployment (%),2
Barbados,North America,unemployment (%),4
Belarus,Europe,unemployment (%),1
Belgium,Europe,unemployment (%),3
Belize,North America,unemployment (%),4
Benin,Africa,unemployment (%),1
Bhutan,Asia,unemployment (%),1
Bolivia,South America,unemployment (%),2
Bosnia and Herzegovina,Europe,unemployment (%),9
Botswana,Africa,unemployment (%),6
Brazil,South America,unemployment (%),4
Brunei,Asia,unemployment (%),1
Bulgaria,Europe,unemployment (%),3
Burkina Faso,Africa,unemployment (%),1
Burundi,Africa,unemployment (%),1
Cabo Verde,Africa,unemployment (%),4
Cambodia,Asia,unemployment (%),1
Cameroon,Africa,unemployment (%),2
Canada,North America,unemployment (%),3
Central African Republic,Africa,unemployment (%),3
Chad,Africa,unemployment (%),2
Chile,South America,unemployment (%),3
China,UN Security Council,unemployment (%),2
Colombia,South America,unemployment (%),4
Comoros,Africa,unemployment (%),7
Congo (Dem. Rep.),Africa,unemployment (%),2
Congo (Rep.),Africa,unemployment (%),4
Costa Rica,North America,unemployment (%),3
Cote d'Ivoire,Africa,unemployment (%),3
Croatia,Europe,unemployment (%),5
Cuba,North America,unemployment (%),1
Cyprus,Europe,unemployment (%),4
Czech Republic,Europe,unemployment (%),2
Denmark,Europe,unemployment (%),2
Djibouti,Africa,unemployment (%),3
Dominica,North America,unemployment (%),No Data
Dominican Republic,North America,unemployment (%),5
Ecuador,South America,unemployment (%),2
Egypt,Africa,unemployment (%),4
El Salvador,North America,unemployment (%),2
Equatorial Guinea,Africa,unemployment (%),3
Eritrea,Africa,unemployment (%),3
Estonia,Europe,unemployment (%),3
Eswatini,Africa,unemployment (%),9
Ethiopia,Africa,unemployment (%),2
Fiji,Oceania,unemployment (%),3
Finland,Europe,unemployment (%),3
France,UN Security Council,unemployment (%),4
Gabon,Africa,unemployment (%),6
"Gambia, The",Africa,unemployment (%),10
Georgia,Europe,unemployment (%),4
Germany,Europe,unemployment (%),2
Ghana,Africa,unemployment (%),2
Greece,Europe,unemployment (%),8
Grenada,North America,unemployment (%),No Data
Guatemala,North America,unemployment (%),1
Guinea,Africa,unemployment (%),3
Guinea-Bissau,Africa,unemployment (%),3
Guyana,South America,unemployment (%),4
Haiti,North America,unemployment (%),5
Honduras,North America,unemployment (%),2
Hungary,Europe,unemployment (%),2
Iceland,Europe,unemployment (%),2
India,Asia,unemployment (%),2
Indonesia,Asia,unemployment (%),2
Iran,Asia,unemployment (%),4
Iraq,Asia,unemployment (%),6
Ireland,Europe,unemployment (%),3
Israel,Asia,unemployment (%),2
Italy,Europe,unemployment (%),4
Jamaica,North America,unemployment (%),5
Japan,Asia,unemployment (%),1
Jordan,Asia,unemployment (%),5
Kazakhstan,Asia,unemployment (%),2
Kenya,Africa,unemployment (%),4
Kiribati,Oceania,unemployment (%),No Data
Korea (Dem. People’s Rep.),Asia,unemployment (%),2
Korea (Rep.),Asia,unemployment (%),2
Kosovo,Europe,unemployment (%),No Data
Kuwait,Asia,unemployment (%),1
Kyrgyzstan,Asia,unemployment (%),3
Laos,Asia,unemployment (%),1
Latvia,Europe,unemployment (%),4
Lebanon,Asia,unemployment (%),3
Lesotho,Africa,unemployment (%),9
Liberia,Africa,unemployment (%),2
Libya,Africa,unemployment (%),7
Liechtenstein,Europe,unemployment (%),1
Lithuania,Europe,unemployment (%),3
Luxembourg,Europe,unemployment (%),2
Macedonia,Europe,unemployment (%),9
Madagascar,Africa,unemployment (%),1
Malawi,Africa,unemployment (%),3
Malaysia,Asia,unemployment (%),1
Maldives,Asia,unemployment (%),1
Mali,Africa,unemployment (%),3
Malta,Europe,unemployment (%),2
Marshall Islands,Oceania,unemployment (%),No Data
Mauritania,Africa,unemployment (%),4
Mauritius,Africa,unemployment (%),3
Mexico,North America,unemployment (%),2
Micronesia,Oceania,unemployment (%),No Data
Moldova,Europe,unemployment (%),2
Monaco,Europe,unemployment (%),No Data
Mongolia,Asia,unemployment (%),3
Montenegro,Europe,unemployment (%),6
Morocco,Africa,unemployment (%),4
Mozambique,Africa,unemployment (%),8
Myanmar,Asia,unemployment (%),1
Namibia,Africa,unemployment (%),9
Nauru,Oceania,unemployment (%),No Data
Nepal,Asia,unemployment (%),1
Netherlands,Europe,unemployment (%),2
New Zealand,Oceania,unemployment (%),2
Nicaragua,North America,unemployment (%),2
Niger,Africa,unemployment (%),1
Nigeria,Africa,unemployment (%),2
Norway,Europe,unemployment (%),2
Oman,Asia,unemployment (%),6
Pakistan,Asia,unemployment (%),2
Palau,Oceania,unemployment (%),No Data
Panama,North America,unemployment (%),2
Papua New Guinea,Oceania,unemployment (%),1
Paraguay,South America,unemployment (%),2
Peru,South America,unemployment (%),2
Philippines,Asia,unemployment (%),2
Poland,Europe,unemployment (%),2
Portugal,Europe,unemployment (%),4
Qatar,Asia,unemployment (%),1
Romania,Europe,unemployment (%),2
Russia,UN Security Council,unemployment (%),2
Rwanda,Africa,unemployment (%),1
Saint Kitts and Nevis,North America,unemployment (%),No Data
Saint Lucia,North America,unemployment (%),7
Saint Vincent and the Grenadines,North America,unemployment (%),7
Samoa,Oceania,unemployment (%),3
San Marino,Europe,unemployment (%),No Data
Sao Tome and Principe,Africa,unemployment (%),5
Saudi Arabia,Asia,unemployment (%),2
Senegal,Africa,unemployment (%),3
Serbia,Europe,unemployment (%),6
Seychelles,Africa,unemployment (%),No Data
Sierra Leone,Africa,unemployment (%),1
Singapore,Asia,unemployment (%),1
Slovakia,Europe,unemployment (%),4
Slovenia,Europe,unemployment (%),3
Solomon Islands,Oceania,unemployment (%),10
Somalia,Africa,unemployment (%),3
South Africa,Africa,unemployment (%),9
South Sudan,Africa,unemployment (%),7
Spain,Europe,unemployment (%),2
Sri Lanka,Asia,unemployment (%),5
Sudan,Africa,unemployment (%),4
Suriname,South America,unemployment (%),3
Sweden,Europe,unemployment (%),2
Switzerland,Europe,unemployment (%),5
Syria,Asia,unemployment (%),2
Taiwan,Asia,unemployment (%),4
Tajikistan,Asia,unemployment (%),1
Tanzania,Africa,unemployment (%),1
Thailand,Asia,unemployment (%),No Data
Timor-Leste,Asia,unemployment (%),2
Togo,Africa,unemployment (%),3
Tonga,Oceania,unemployment (%),2
Trinidad and Tobago,North America,unemployment (%),2
Tunisia,Africa,unemployment (%),5
Turkey,Asia,unemployment (%),4
Turkmenistan,Asia,unemployment (%),3
Tuvalu,Oceania,unemployment (%),No Data
Uganda,Africa,unemployment (%),1
Ukraine,Europe,unemployment (%),3
United Arab Emirates,Asia,unemployment (%),2
United Kingdom,UN Security Council,unemployment (%),2
United States,UN Security Council,unemployment (%),2
Uruguay,South America,unemployment (%),3
Uzbekistan,Asia,unemployment (%),3
Vanuatu,Oceania,unemployment (%),2
Venezuela,South America,unemployment (%),3
Vietnam,Asia,unemployment (%),1
Yemen,Asia,unemployment (%),6
Zambia,Africa,unemployment (%),3
Zimbabwe,Africa,unemployment (%),2
Afghanistan,Asia,government spending score,9
Albania,Europe,government spending score,8
Algeria,Africa,government spending score,5
Andorra,Europe,government spending score,No Data
Angola,Africa,government spending score,8
Antigua & Barbuda,North America,government spending score,No Data
Argentina,South America,government spending score,6
Armenia,Europe,government spending score,9
Australia,Oceania,government spending score,7
Austria,Europe,government spending score,3
Azerbaijan,Europe,government spending score,7
Bahamas,North America,government spending score,9
Bahrain,Asia,government spending score,7
Bangladesh,Asia,government spending score,10
Barbados,North America,government spending score,5
Belarus,Europe,government spending score,5
Belgium,Europe,government spending score,2
Belize,North America,government spending score,7
Benin,Africa,government spending score,9
Bhutan,Asia,government spending score,8
Bolivia,South America,government spending score,5
Bosnia and Herzegovina,Europe,government spending score,5
Botswana,Africa,government spending score,7
Brazil,South America,government spending score,6
Brunei,Asia,government spending score,6
Bulgaria,Europe,government spending score,7
Burkina Faso,Africa,government spending score,9
Burundi,Africa,government spending score,9
Cabo Verde,Africa,government spending score,8
Cambodia,Asia,government spending score,9
Cameroon,Africa,government spending score,9
Canada,North America,government spending score,6
Central African Republic,Africa,government spending score,10
Chad,Africa,government spending score,10
Chile,South America,government spending score,9
China,UN Security Council,government spending score,8
Colombia,South America,government spending score,8
Comoros,Africa,government spending score,9
Congo (Dem. Rep.),Africa,government spending score,10
Congo (Rep.),Africa,government spending score,4
Costa Rica,North America,government spending score,10
Cote d'Ivoire,Africa,government spending score,9
Croatia,Europe,government spending score,4
Cuba,North America,government spending score,1
Cyprus,Europe,government spending score,6
Czech Republic,Europe,government spending score,6
Denmark,Europe,government spending score,2
Djibouti,Africa,government spending score,3
Dominica,North America,government spending score,7
Dominican Republic,North America,government spending score,10
Ecuador,South America,government spending score,6
Egypt,Africa,government spending score,7
El Salvador,North America,government spending score,9
Equatorial Guinea,Africa,government spending score,7
Eritrea,Africa,government spending score,8
Estonia,Europe,government spending score,6
Eswatini,Africa,government spending score,7
Ethiopia,Africa,government spending score,10
Fiji,Oceania,government spending score,8
Finland,Europe,government spending score,1
France,UN Security Council,government spending score,1
Gabon,Africa,government spending score,9
"Gambia, The",Africa,government spending score,8
Georgia,Europe,government spending score,8
Germany,Europe,government spending score,5
Ghana,Africa,government spending score,9
Greece,Europe,government spending score,3
Grenada,North America,government spending score,No Data
Guatemala,North America,government spending score,10
Guinea,Africa,government spending score,9
Guinea-Bissau,Africa,government spending score,9
Guyana,South America,government spending score,8
Haiti,North America,government spending score,9
Honduras,North America,government spending score,8
Hungary,Europe,government spending score,4
Iceland,Europe,government spending score,5
India,Asia,government spending score,9
Indonesia,Asia,government spending score,10
Iran,Asia,government spending score,10
Iraq,Asia,government spending score,5
Ireland,Europe,government spending score,8
Israel,Asia,government spending score,6
Italy,Europe,government spending score,3
Jamaica,North America,government spending score,9
Japan,Asia,government spending score,6
Jordan,Asia,government spending score,8
Kazakhstan,Asia,government spending score,9
Kenya,Africa,government spending score,9
Kiribati,Oceania,government spending score,1
Korea (Dem. People’s Rep.),Asia,government spending score,1
Korea (Rep.),Asia,government spending score,8
Kosovo,Europe,government spending score,9
Kuwait,Asia,government spending score,3
Kyrgyzstan,Asia,government spending score,7
Laos,Asia,government spending score,9
Latvia,Europe,government spending score,7
Lebanon,Asia,government spending score,9
Lesotho,Africa,government spending score,3
Liberia,Africa,government spending score,7
Libya,Africa,government spending score,1
Liechtenstein,Europe,government spending score,No Data
Lithuania,Europe,government spending score,7
Luxembourg,Europe,government spending score,6
Macedonia,Europe,government spending score,8
Madagascar,Africa,government spending score,10
Malawi,Africa,government spending score,8
Malaysia,Asia,government spending score,9
Maldives,Asia,government spending score,5
Mali,Africa,government spending score,9
Malta,Europe,government spending score,6
Marshall Islands,Oceania,government spending score,No Data
Mauritania,Africa,government spending score,8
Mauritius,Africa,government spending score,9
Mexico,North America,government spending score,9
Micronesia,Oceania,government spending score,1
Moldova,Europe,government spending score,6
Monaco,Europe,government spending score,No Data
Mongolia,Asia,government spending score,6
Montenegro,Europe,government spending score,4
Morocco,Africa,government spending score,8
Mozambique,Africa,government spending score,7
Myanmar,Asia,government spending score,9
Namibia,Africa,government spending score,6
Nauru,Oceania,government spending score,No Data
Nepal,Asia,government spending score,10
Netherlands,Europe,government spending score,5
New Zealand,Oceania,government spending score,6
Nicaragua,North America,government spending score,9
Niger,Africa,government spending score,8
Nigeria,Africa,government spending score,10
Norway,Europe,government spending score,4
Oman,Asia,government spending score,3
Pakistan,Asia,government spending score,10
Palau,Oceania,government spending score,No Data
Panama,North America,government spending score,9
Papua New Guinea,Oceania,government spending score,9
Paraguay,South America,government spending score,9
Peru,South America,government spending score,9
Philippines,Asia,government spending score,10
Poland,Europe,government spending score,5
Portugal,Europe,government spending score,4
Qatar,Asia,government spending score,7
Romania,Europe,government spending score,7
Russia,UN Security Council,government spending score,7
Rwanda,Africa,government spending score,9
Saint Kitts and Nevis,North America,government spending score,No Data
Saint Lucia,North America,government spending score,8
Saint Vincent and the Grenadines,North America,government spending score,8
Samoa,Oceania,government spending score,6
San Marino,Europe,government spending score,No Data
Sao Tome and Principe,Africa,government spending score,8
Saudi Arabia,Asia,government spending score,6
Senegal,Africa,government spending score,8
Serbia,Europe,government spending score,5
Seychelles,Africa,government spending score,7
Sierra Leone,Africa,government spending score,10
Singapore,Asia,government spending score,10
Slovakia,Europe,government spending score,5
Slovenia,Europe,government spending score,4
Solomon Islands,Oceania,government spending score,4
Somalia,Africa,government spending score,No Data
South Africa,Africa,government spending score,8
South Sudan,Africa,government spending score,5
Spain,Europe,government spending score,10
Sri Lanka,Asia,government spending score,10
Sudan,Africa,government spending score,8
Suriname,South America,government spending score,3
Sweden,Europe,government spending score,7
Switzerland,Europe,government spending score,No Data
Syria,Asia,government spending score,10
Taiwan,Asia,government spending score,8
Tajikistan,Asia,government spending score,10
Tanzania,Africa,government spending score,9
Thailand,Asia,government spending score,No Data
Timor-Leste,Asia,government spending score,4
Togo,Africa,government spending score,8
Tonga,Oceania,government spending score,8
Trinidad and Tobago,North America,government spending score,6
Tunisia,Africa,government spending score,8
Turkey,Asia,government spending score,8
Turkmenistan,Asia,government spending score,10
Tuvalu,Oceania,government spending score,No Data
Uganda,Africa,government spending score,10
Ukraine,Europe,government spending score,5
United Arab Emirates,Asia,government spending score,8
United Kingdom,UN Security Council,government spending score,5
United States,UN Security Council,government spending score,6
Uruguay,South America,government spending score,8
Uzbekistan,Asia,government spending score,7
Vanuatu,Oceania,government spending score,9
Venezuela,South America,government spending score,6
Vietnam,Asia,government spending score,8
Yemen,Asia,government spending score,9
Zambia,Africa,government spending score,9
Zimbabwe,Africa,government spending score,8
Afghanistan,Asia,government expenditure (% of GDP),2
Albania,Europe,government expenditure (% of GDP),2
Algeria,Africa,government expenditure (% of GDP),3
Andorra,Europe,government expenditure (% of GDP),No Data
Angola,Africa,government expenditure (% of GDP),2
Antigua & Barbuda,North America,government expenditure (% of GDP),No Data
Argentina,South America,government expenditure (% of GDP),3
Armenia,Europe,government expenditure (% of GDP),2
Australia,Oceania,government expenditure (% of GDP),3
Austria,Europe,government expenditure (% of GDP),4
Azerbaijan,Europe,government expenditure (% of GDP),3
Bahamas,North America,government expenditure (% of GDP),2
Bahrain,Asia,government expenditure (% of GDP),3
Bangladesh,Asia,government expenditure (% of GDP),1
Barbados,North America,government expenditure (% of GDP),4
Belarus,Europe,government expenditure (% of GDP),3
Belgium,Europe,government expenditure (% of GDP),5
Belize,North America,government expenditure (% of GDP),3
Benin,Africa,government expenditure (% of GDP),2
Bhutan,Asia,government expenditure (% of GDP),2
Bolivia,South America,government expenditure (% of GDP),3
Bosnia and Herzegovina,Europe,government expenditure (% of GDP),4
Botswana,Africa,government expenditure (% of GDP),3
Brazil,South America,government expenditure (% of GDP),3
Brunei,Asia,government expenditure (% of GDP),3
Bulgaria,Europe,government expenditure (% of GDP),3
Burkina Faso,Africa,government expenditure (% of GDP),2
Burundi,Africa,government expenditure (% of GDP),2
Cabo Verde,Africa,government expenditure (% of GDP),2
Cambodia,Asia,government expenditure (% of GDP),1
Cameroon,Africa,government expenditure (% of GDP),1
Canada,North America,government expenditure (% of GDP),3
Central African Republic,Africa,government expenditure (% of GDP),1
Chad,Africa,government expenditure (% of GDP),1
Chile,South America,government expenditure (% of GDP),2
China,UN Security Council,government expenditure (% of GDP),2
Colombia,South America,government expenditure (% of GDP),2
Comoros,Africa,government expenditure (% of GDP),2
Congo (Dem. Rep.),Africa,government expenditure (% of GDP),1
Congo (Rep.),Africa,government expenditure (% of GDP),4
Costa Rica,North America,government expenditure (% of GDP),1
Cote d'Ivoire,Africa,government expenditure (% of GDP),2
Croatia,Europe,government expenditure (% of GDP),4
Cuba,North America,government expenditure (% of GDP),5
Cyprus,Europe,government expenditure (% of GDP),3
Czech Republic,Europe,government expenditure (% of GDP),3
Denmark,Europe,government expenditure (% of GDP),5
Djibouti,Africa,government expenditure (% of GDP),4
Dominica,North America,government expenditure (% of GDP),3
Dominican Republic,North America,government expenditure (% of GDP),1
Ecuador,South America,government expenditure (% of GDP),3
Egypt,Africa,government expenditure (% of GDP),3
El Salvador,North America,government expenditure (% of GDP),1
Equatorial Guinea,Africa,government expenditure (% of GDP),3
Eritrea,Africa,government expenditure (% of GDP),2
Estonia,Europe,government expenditure (% of GDP),3
Eswatini,Africa,government expenditure (% of GDP),3
Ethiopia,Africa,government expenditure (% of GDP),1
Fiji,Oceania,government expenditure (% of GDP),3
Finland,Europe,government expenditure (% of GDP),5
France,UN Security Council,government expenditure (% of GDP),5
Gabon,Africa,government expenditure (% of GDP),2
"Gambia, The",Africa,government expenditure (% of GDP),2
Georgia,Europe,government expenditure (% of GDP),2
Germany,Europe,government expenditure (% of GDP),4
Ghana,Africa,government expenditure (% of GDP),2
Greece,Europe,government expenditure (% of GDP),4
Grenada,North America,government expenditure (% of GDP),No Data
Guatemala,North America,government expenditure (% of GDP),1
Guinea,Africa,government expenditure (% of GDP),2
Guinea-Bissau,Africa,government expenditure (% of GDP),2
Guyana,South America,government expenditure (% of GDP),2
Haiti,North America,government expenditure (% of GDP),2
Honduras,North America,government expenditure (% of GDP),2
Hungary,Europe,government expenditure (% of GDP),4
Iceland,Europe,government expenditure (% of GDP),4
India,Asia,government expenditure (% of GDP),2
Indonesia,Asia,government expenditure (% of GDP),1
Iran,Asia,government expenditure (% of GDP),1
Iraq,Asia,government expenditure (% of GDP),3
Ireland,Europe,government expenditure (% of GDP),2
Israel,Asia,government expenditure (% of GDP),3
Italy,Europe,government expenditure (% of GDP),4
Jamaica,North America,government expenditure (% of GDP),2
Japan,Asia,government expenditure (% of GDP),3
Jordan,Asia,government expenditure (% of GDP),2
Kazakhstan,Asia,government expenditure (% of GDP),2
Kenya,Africa,government expenditure (% of GDP),2
Kiribati,Oceania,government expenditure (% of GDP),10
Korea (Dem. People’s Rep.),Asia,government expenditure (% of GDP),No Data
Korea (Rep.),Asia,government expenditure (% of GDP),2
Kosovo,Europe,government expenditure (% of GDP),2
Kuwait,Asia,government expenditure (% of GDP),4
Kyrgyzstan,Asia,government expenditure (% of GDP),3
Laos,Asia,government expenditure (% of GDP),2
Latvia,Europe,government expenditure (% of GDP),3
Lebanon,Asia,government expenditure (% of GDP),2
Lesotho,Africa,government expenditure (% of GDP),4
Liberia,Africa,government expenditure (% of GDP),3
Libya,Africa,government expenditure (% of GDP),8
Liechtenstein,Europe,government expenditure (% of GDP),No Data
Lithuania,Europe,government expenditure (% of GDP),3
Luxembourg,Europe,government expenditure (% of GDP),3
Macedonia,Europe,government expenditure (% of GDP),2
Madagascar,Africa,government expenditure (% of GDP),1
Malawi,Africa,government expenditure (% of GDP),2
Malaysia,Asia,government expenditure (% of GDP),2
Maldives,Asia,government expenditure (% of GDP),3
Mali,Africa,government expenditure (% of GDP),2
Malta,Europe,government expenditure (% of GDP),3
Marshall Islands,Oceania,government expenditure (% of GDP),No Data
Mauritania,Africa,government expenditure (% of GDP),2
Mauritius,Africa,government expenditure (% of GDP),2
Mexico,North America,government expenditure (% of GDP),2
Micronesia,Oceania,government expenditure (% of GDP),5
Moldova,Europe,government expenditure (% of GDP),3
Monaco,Europe,government expenditure (% of GDP),No Data
Mongolia,Asia,government expenditure (% of GDP),3
Montenegro,Europe,government expenditure (% of GDP),4
Morocco,Africa,government expenditure (% of GDP),2
Mozambique,Africa,government expenditure (% of GDP),3
Myanmar,Asia,government expenditure (% of GDP),2
Namibia,Africa,government expenditure (% of GDP),3
Nauru,Oceania,government expenditure (% of GDP),No Data
Nepal,Asia,government expenditure (% of GDP),1
Netherlands,Europe,government expenditure (% of GDP),4
New Zealand,Oceania,government expenditure (% of GDP),3
Nicaragua,North America,government expenditure (% of GDP),2
Niger,Africa,government expenditure (% of GDP),2
Nigeria,Africa,government expenditure (% of GDP),1
Norway,Europe,government expenditure (% of GDP),4
Oman,Asia,government expenditure (% of GDP),4
Pakistan,Asia,government expenditure (% of GDP),1
Palau,Oceania,government expenditure (% of GDP),No Data
Panama,North America,government expenditure (% of GDP),2
Papua New Guinea,Oceania,government expenditure (% of GDP),2
Paraguay,South America,government expenditure (% of GDP),2
Peru,South America,government expenditure (% of GDP),2
Philippines,Asia,government expenditure (% of GDP),1
Poland,Europe,government expenditure (% of GDP),3
Portugal,Europe,government expenditure (% of GDP),4
Qatar,Asia,government expenditure (% of GDP),3
Romania,Europe,government expenditure (% of GDP),3
Russia,UN Security Council,government expenditure (% of GDP),3
Rwanda,Africa,government expenditure (% of GDP),2
Saint Kitts and Nevis,North America,government expenditure (% of GDP),No Data
Saint Lucia,North America,government expenditure (% of GDP),2
Saint Vincent and the Grenadines,North America,government expenditure (% of GDP),2
Samoa,Oceania,government expenditure (% of GDP),3
San Marino,Europe,government expenditure (% of GDP),No Data
Sao Tome and Principe,Africa,government expenditure (% of GDP),2
Saudi Arabia,Asia,government expenditure (% of GDP),3
Senegal,Africa,government expenditure (% of GDP),2
Serbia,Europe,government expenditure (% of GDP),4
Seychelles,Africa,government expenditure (% of GDP),3
Sierra Leone,Africa,government expenditure (% of GDP),1
Singapore,Asia,government expenditure (% of GDP),1
Slovakia,Europe,government expenditure (% of GDP),4
